prodcode	dmdcode	gemscriptcode	therapyevents	productname	ingredient	strength	formulation	routeofadministration	bnfchapter	bnftext	database_build	unclearnumber
30046	4532011000001102	48693020	10	"Claforan 500mg powder for solution for injection vials (Sanofi)"	"Cefotaxime sodium"	"500mg"	"Powder for solution for injection"	"Intravenous/Intramuscular"	5010201	"Cephalosporins"	"February 2009"	174001
77778	12019711000001108	30367020	1	"Ciprofloxacin 150mg/5ml oral suspension"	"Ciprofloxacin"	"30mg/1ml"	"Oral suspension"	"Oral"	5011200	"Quinolones"	"August 2019"	30367020
58367	17555001000027102	50223020	0	"Penicillin VK 250mg Tablet (Celltech Pharma Europe Ltd)"	"Phenoxymethylpenicillin potassium"	"250mg"	"Tablet"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"December 2013"	533009
27057	513711000001108	49694020	97	"Flucloxacillin 125mg/5ml oral solution (A A H Pharmaceuticals Ltd)"	"Flucloxacillin sodium"	"25mg/1ml"	"Oral solution"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	409011
76099	465511000001105	63656020	0	"Ofloxacin 200mg tablets (A A H Pharmaceuticals Ltd)"	"Ofloxacin"	"200mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"May 2019"	3899009
29154	70515001000027104	56967020	3271	"Erythromycin 250mg Capsule (Actavis UK Ltd)"	"Erythromycin Lactobionate"	"250mg"	"Capsule"	"Oral"		"Macrolides/Oral Antibacterials For Acne"	"February 2009"	2242009
34973	120195001000027104	63839020	10	"Ciprofloxacin 750mg Tablet (Niche Generics Ltd)"	"Ciprofloxacin hydrochloride"	"750mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"February 2009"	3952009
3572	77535001000027104	57928020	1266	"Erythroped 250mg Powder (Abbott Laboratories Ltd)"	"Erythromycin Ethyl Succinate"	"250mg"	"Powder"	"Oral"	5010500	"Macrolides"	"February 2009"	2480001
74355	29856311000001104	52262021	0	"Erythromycin 250mg gastro-resistant tablets (Sigma Pharmaceuticals Plc)"	"Erythromycin"	"250mg"	"Gastro-resistant tablet"	"Oral"		"Macrolides/Oral Antibacterials For Acne"	"January 2019"	52262021
71820	649511000001104	61817020	0	"Ampicillin 250mg/5ml oral suspension (Kent Pharma (UK) Ltd)"	"Ampicillin"	"50mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"April 2018"	3444010
84292	13832611000001106	5604020	0	"Augmentin-Duo 400/57 oral suspension (DE Pharmaceuticals)"	"Amoxicillin trihydrate/Potassium clavulanate"	"80mg/1ml + 11.4mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"August 2021"	5604020
58841	840611000001104	5854020	5	"Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Kent Pharma (UK) Ltd)"	"Erythromycin ethyl succinate"	"25mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"February 2014"	5854020
33699	203311000001102	48682020	783	"Amoxicillin 250mg/5ml oral suspension sugar free (IVAX Pharmaceuticals UK Ltd)"	"Amoxicillin trihydrate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	171009
52122	15984711000001100	5659020	2	"Amoxicillin 125mg/5ml oral suspension sugar free (Bristol Laboratories Ltd)"	"Amoxicillin trihydrate"	"25mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"January 2013"	5659020
77924	36932811000001104	86502021	1	"Amoxicillin 250mg capsules (Flamingo Pharma (UK) Ltd)"	"Amoxicillin trihydrate"	"250mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"September 2019"	86502021
34714	113335001000027104	62859020	16	"Amoxicillin 250mg Capsule (Neo Laboratories Ltd)"	"Amoxicillin trihydrate"	"250mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	3692009
44855	629811000001103	60147020	10	"Flucloxacillin 500mg capsules (Ranbaxy (UK) Ltd)"	"Flucloxacillin sodium"	"500mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"March 2011"	3057010
85145	331411000001105	62308020	2	"Cefalexin 500mg tablets (Kent Pharma (UK) Ltd)"	"Cefalexin"	"500mg"	"Tablet"	"Oral"	5010201	"Cephalosporins"	"December 2021"	3564010
34253	716611000001106	49219020	137	"Cefalexin 250mg capsules (A A H Pharmaceuticals Ltd)"	"Cefalexin"	"250mg"	"Capsule"	"Oral"	5010201	"Cephalosporins"	"February 2009"	300009
1812	689711000001103	56492020	83635	"Amoxil 250mg/5ml syrup sucrose free (GlaxoSmithKline UK Ltd)"	"Amoxicillin trihydrate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	2131002
50948	17902311000001104	5871020	2	"Erythromycin ethyl succinate 125mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd)"	"Erythromycin ethyl succinate"	"25mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"January 2013"	5871020
61001	9155811000001104	5893020	0	"Clarithromycin 125mg/5ml oral suspension (Kent Pharma (UK) Ltd)"	"Clarithromycin"	"25mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"August 2014"	5893020
24819	120411000001106	54608020	95	"Amoxil 500mg powder for solution for injection vials (GlaxoSmithKline UK Ltd)"	"Amoxicillin sodium"	"500mg"	"Powder for solution for injection"	"Intravenous/Intramuscular"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	1646002
46424	9805411000001108	72605020	4	"Phenoxymethylpenicillin 250mg/5ml oral solution (Almus Pharmaceuticals Ltd)"	"Phenoxymethylpenicillin potassium"	"50mg/1ml"	"Oral solution"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"November 2011"	6411009
82904	28944611000001104	48037021	0	"Ampicillin 500mg capsules (Crescent Pharma Ltd)"	"Ampicillin"	"500mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"January 2021"	48037021
39989	471111000001107	96882020	1658	"Floxapen 250mg capsules (Actavis UK Ltd)"	"Flucloxacillin sodium"	"250mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"August 2009"	17063001
34238	144611000001100	48588020	4	"Amoxicillin 1g powder for solution for injection vials (Wockhardt UK Ltd)"	"Amoxicillin sodium"	"1gram"	"Powder for solution for injection"	"Intramuscular/Intravenous"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	152010
34972	6032711000001109	67527020	7	"Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free (Sandoz Ltd)"	"Potassium clavulanate/Amoxicillin trihydrate"	"6.25mg/1ml + 25mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	4959009
60034	23827411000001108	21390021	0	"Co-amoxiclav 250mg/125mg tablets (DE Pharmaceuticals)"	"Amoxicillin trihydrate/Potassium clavulanate"	"250mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"May 2014"	21390021
32181	640011000001104	56869020	9	"Cefalexin 125mg/5ml oral suspension (Actavis UK Ltd)"	"Cefalexin"	"25mg/1ml"	"Oral suspension"	"Oral"	5010201	"Cephalosporins"	"February 2009"	2221010
34105	214035001000027104	80570020	28	"Phenoxymethylpenicillin 125mg tablet"	"Phenoxymethylpenicillin Potassium"	"125mg"	"Tablets"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	9135001
46488	9038811000001106	69947020	2	"Clarithromycin 500mg tablets (Ranbaxy (UK) Ltd)"	"Clarithromycin"	"500mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"November 2011"	5629009
52616	10393511000001104	6106020	0	"Ciprofloxacin 500mg tablets (Arrow Generics Ltd)"	"Ciprofloxacin hydrochloride"	"500mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"January 2013"	6106020
22017	230745001000027104	85575020	8	"Respillin 125mg/5ml Oral solution (OPD Pharm)"	"Amoxicillin trihydrate"	"25mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	11442003
46145	38085001000027104	52791020	2	"Penicillin V 125mg/5ml Oral solution (C P Pharmaceuticals Ltd)"	"Phenoxymethylpenicillin potassium"	"25mg/1ml"	"Oral solution"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"September 2011"	1172009
17150	66895001000027104	56424020	1592	"Ceporex 125mg/1.25ml Drops (Glaxo Laboratories Ltd)"	"Cefalexin"	"125mg/1.25ml"	"Drops"	"Oral"	5010201	"Cephalosporins"	"February 2009"	2114001
9242	106125001000027104	61918020	3551	"Flucloxacillin with ampicillin 250mg+250mg Capsule"	"Ampicillin Trihydrate/Flucloxacillin Sodium"	"250mg+250mg"	"Capsule"	"Oral"		"Penicillinase-Resistant Penicillins/Broad-Spectrum Penicillins"	"February 2009"	3468001
115	323570001	59334020	260146	"Ampicillin 250mg capsules"	"Ampicillin"	"250mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	2869001
28573	159115001000027104	69234020	1	"Achromycin im 100mg/vial intramuscular injection (Wyeth Pharmaceuticals)"	"Tetracycline Hydrochloride"	"100mg/vial"	"Intramuscular Injection"	"Intramuscular Injection"		"Tetracyclines/Antimalarials"	"February 2009"	5438001
85162	29782911000001104	52258021	0	"Cefalexin 500mg tablets (Sigma Pharmaceuticals Plc)"	"Cefalexin"	"500mg"	"Tablet"	"Oral"	5010201	"Cephalosporins"	"December 2021"	52258021
80713	37830211000001104	90762021	0	"Co-amoxiclav 1000mg/200mg powder for solution for injection vials (Intrapharm Laboratories Ltd)"	"Amoxicillin sodium/Potassium clavulanate"	"1000mg + 200mg"	"Powder for solution for injection"	"Intravenous"	5010103	"Broad-Spectrum Penicillins"	"May 2020"	90762021
641	39732211000001104	73858020	1556766	"Co-amoxiclav 500mg/125mg tablets"	"Amoxicillin trihydrate/Potassium clavulanate"	"500mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	6775002
65561	30856211000001108	57606021	0	"Phenoxymethylpenicillin 250mg/5ml oral solution sugar free (Mawdsley-Brooks & Company Ltd)"	"Phenoxymethylpenicillin potassium"	"50mg/1ml"	"Oral solution"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2016"	57606021
53850	13652511000001104	75372020	3	"Azithromycin 200mg/5ml oral suspension (A A H Pharmaceuticals Ltd)"	"Azithromycin"	"40mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"February 2013"	7201009
26262	226065001000027104	84228020	1	"Zoxycil 500mg Capsule (Trinity Pharmaceuticals Ltd)"	"Amoxicillin trihydrate"	"500mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	10822002
47126	13620311000001108	70451020	1	"Erythromycin ethyl succinate 125mg/5ml oral suspension (Pinewood Healthcare)"	"Erythromycin ethyl succinate"	"25mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"May 2012"	5779009
76155	370763001	9781020	2	"Azithromycin 500mg powder for solution for infusion vials"	"Azithromycin dihydrate"	"500mg"	"Powder for solution for infusion"	"Intravenous"	5010500	"Macrolides"	"May 2019"	9781020
79864	37402811000001104	89562021	0	"Clarithromycin 500mg tablets (HEC Pharm GmbH)"	"Clarithromycin"	"500mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"February 2020"	89562021
23238	143211000001100	48620020	1957	"Amoxicillin 125mg/5ml oral suspension (IVAX Pharmaceuticals UK Ltd)"	"Amoxicillin trihydrate"	"25mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	158011
77918	19178911000001108	78235020	0	"Levofloxacin 500mg tablets (Teva UK Ltd)"	"Levofloxacin hemihydrate"	"500mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"August 2019"	8145009
14396	130111000001103	73210020	10830	"Galenamox 500mg capsules (Galen Ltd)"	"Amoxicillin trihydrate"	"500mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	6592002
82881	38117711000001104	91901021	0	"Augmentin 125/31 SF oral suspension (DE Pharmaceuticals)"	"Potassium clavulanate/Amoxicillin trihydrate"	"6.25mg/1ml + 25mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"January 2021"	91901021
30520	222485001000027104	83249020	16	"Primacine 125mg/5ml Liquid (Pinewood Healthcare)"	"Erythromycin ethyl succinate"	"25mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"February 2009"	10369001
52099	15989311000001104	5989020	0	"Ciprofloxacin 750mg tablets (Bristol Laboratories Ltd)"	"Ciprofloxacin hydrochloride"	"750mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"January 2013"	5989020
53519	16149211000001104	6125020	0	"Ciproxin 250mg tablets (Lexon (UK) Ltd)"	"Ciprofloxacin hydrochloride"	"250mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"January 2013"	6125020
66819	22878811000001100	17441021	0	"Erythrocin 500 tablets (Waymade Healthcare Plc)"	"Erythromycin stearate"	"500mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"July 2016"	17441021
56384	16050911000001108	5538020	0	"Flucloxacillin 500mg capsules (Bristol Laboratories Ltd)"	"Flucloxacillin sodium"	"500mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"August 2013"	5538020
18191	9215111000001108	89010020	162309	"Phenoxymethylpenicillin 125mg/5ml oral solution sugar free"	"Phenoxymethylpenicillin potassium"	"25mg/1ml"	"Oral solution"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	13084001
19144	4861711000001104	58890020	1081	"Cefalexin 125mg/5ml oral suspension sugar free (Teva UK Ltd)"	"Cefalexin"	"25mg/1ml"	"Oral suspension"	"Oral"	5010201	"Cephalosporins"	"February 2009"	2762009
68696	23907811000001108	21795021	0	"Flucloxacillin 250mg capsules (DE Pharmaceuticals)"	"Flucloxacillin sodium"	"250mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"January 2017"	21795021
67828	17852111000001104	5745020	0	"Cefalexin 500mg capsules (Phoenix Healthcare Distribution Ltd)"	"Cefalexin"	"500mg"	"Capsule"	"Oral"	5010201	"Cephalosporins"	"October 2016"	5745020
15247	323491007	61909020	93	"Flucloxacillin 250mg powder for solution for injection vials"	"Flucloxacillin sodium"	"250mg"	"Powder for solution for injection"	"Intramuscular/Intravenous/Inhalation/Intraarticular/Intrapleural"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	3466001
18682	14695001000027108	49903020	1114	"Ilosone 125mg/5ml Liquid (Dista Products Ltd)"	"Erythromycin Lactobionate"	"125mg/5ml"	"Liquid"	"Oral"		"Macrolides/Oral Antibacterials For Acne"	"February 2009"	457003
52967	16680811000001104	5797020	0	"Vibramycin-D 100mg dispersible tablets (Stephar (U.K.) Ltd)"	"Doxycycline monohydrate"	"100mg"	"Dispersible tablet"	"Oral"		"Tetracyclines/Antimalarials/Oral Antibacterials For Acne"	"January 2013"	5797020
53715	17965511000001108	78523020	0	"Clarithromycin 500mg tablets (Almus Pharmaceuticals Ltd)"	"Clarithromycin"	"500mg"	"Tablet"	"Oral"	0	"Unknown"	"February 2013"	8241009
7455	31165001000027100	51886020	897	"Terramycin 250mg Capsule (Pfizer Ltd)"	"Oxytetracycline Dihydrate"	"250mg"	"Capsule"	"Oral"		"Tetracyclines/Oral Antibacterials For Acne"	"February 2009"	939002
41584	46245001000027112	53835020	220	"Erythromycin 250mg/5ml Liquid (IVAX Pharmaceuticals UK Ltd)"	"Erythromycin ethyl succinate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"March 2010"	1440010
6803	36142611000001104	76383020	191707	"Clarithromycin 500mg modified-release tablets"	"Clarithromycin"	"500mg"	"Modified-release tablet"	"Oral"	5010500	"Macrolides"	"February 2009"	7504001
61850	19359911000001108	6159020	0	"Levofloxacin 500mg tablets (A A H Pharmaceuticals Ltd)"	"Levofloxacin hemihydrate"	"500mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"December 2014"	6159020
51262	207211000001101	5541020	0	"Flucloxacillin 125mg/5ml oral solution (Alliance Healthcare (Distribution) Ltd)"	"Flucloxacillin sodium"	"25mg/1ml"	"Oral solution"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"January 2013"	5541020
63602	22473211000001100	15675021	0	"Tetracycline 250mg tablets (Intrapharm Laboratories Ltd)"	"Tetracycline hydrochloride"	"250mg"	"Tablet"	"Oral"		"Tetracyclines/Oral Antibacterials For Acne"	"July 2015"	15675021
9157	155595001000027104	68635020	3442	"Keflex 250mg Tablet (Eli Lilly and Company Ltd)"	"Cefalexin"	"250mg"	"Tablet"	"Oral"	5010201	"Cephalosporins"	"February 2009"	5269001
5423	323474008	58207020	103701	"Flucloxacillin 250mg/5ml oral suspension"	"Flucloxacillin magnesium"	"50mg/1ml"	"Oral suspension"	"Oral"	0	"Unknown"	"February 2009"	2567002
70756	12905211000001104	33187020	1	"Ofloxacin 100mg/5ml oral solution"	"Ofloxacin"	"20mg/1ml"	"Oral solution"	"Oral"	5011200	"Quinolones"	"November 2017"	33187020
80897	10482311000001104	5925020	1	"Zithromax 250mg capsules (Waymade Healthcare Plc)"	"Azithromycin dihydrate"	"250mg"	"Capsule"	"Oral"	5010500	"Macrolides"	"June 2020"	5925020
82932	36626911000001104	85155021	0	"Co-amoxiclav 1000mg/200mg powder for solution for injection vials (Sandoz Ltd)"	"Amoxicillin sodium/Potassium clavulanate"	"1000mg + 200mg"	"Powder for solution for injection"	"Intravenous"	5010103	"Broad-Spectrum Penicillins"	"January 2021"	85155021
857	323572009	59336020	65772	"Ampicillin 125mg/5ml oral suspension"	"Ampicillin"	"25mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	2869003
2246	25325001000027100	51172020	25159	"Pondocillin 500mg Tablet (LEO Pharma)"	"Pivampicillin"	"500mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	763001
39623	294211000001105	96642020	8101	"Erythroped PI SF 125mg/5ml oral suspension (Advanz Pharma)"	"Erythromycin ethyl succinate"	"25mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"May 2009"	16938001
386	39704811000001112	59241020	245818	"Tetracycline 250mg tablets"	"Tetracycline hydrochloride"	"250mg"	"Tablet"	"Oral"		"Tetracyclines/Oral Antibacterials For Acne"	"February 2009"	2846001
34040	3345611000001101	57074020	58	"Oxytetracycline 250mg tablets (Accord Healthcare Ltd)"	"Oxytetracycline dihydrate"	"250mg"	"Tablet"	"Oral"		"Tetracyclines/Oral Antibacterials For Acne"	"February 2009"	2267009
2299	251311000001107	70258020	10170	"Fluclomix 250 capsules (Ashbourne Pharmaceuticals Ltd)"	"Flucloxacillin sodium"	"250mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	5722001
29183	192885001000027104	74543020	1	"Cefuroxime 750mg with metronidazole 500mg infusion"	"Cefuroxime Sodium/Metronidazole"	"750mg + 500mg"	"Infusion"	"Intravenous Infusion"		"Cephalosporins/Metronidazole And Tinidazole"	"February 2009"	6968001
53703	8826111000001102	5904020	0	"Clarithromycin 500mg tablets (Kent Pharma (UK) Ltd)"	"Clarithromycin"	"500mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"February 2013"	5904020
34533	8818911000001106	69360020	135	"Clarithromycin 250mg tablets (Teva UK Ltd)"	"Clarithromycin"	"250mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"February 2009"	5469009
31174	135255001000027104	65820020	2	"Piperacillin 4g/infusion bottle infusion"	"Piperacillin Sodium"	"4g/infusion bottle"	"Infusion"	""	5010104	"Antipseudomonal Penicillins"	"February 2009"	4489003
58057	88811000001107	59323020	129	"Amoxicillin 250mg/5ml oral suspension sugar free (Sandoz Ltd)"	"Amoxicillin trihydrate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"December 2013"	2866011
290	4557611000001106	73974020	28	"Cefuroxime 1.5g powder for injection vials"	"Cefuroxime sodium"	"1.5gram"	"Powder for injection"	"Intramuscular/Intravenous"	5010201	"Cephalosporins"	"February 2009"	6806001
27725	830011000001107	48578020	430	"Amoxicillin 250mg/5ml oral suspension (Teva UK Ltd)"	"Amoxicillin trihydrate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	150010
49048	14946411000001104	5612020	1	"Augmentin 375mg tablets (Waymade Healthcare Plc)"	"Amoxicillin trihydrate/Potassium clavulanate"	"250mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"January 2013"	5612020
33222	89325001000027104	59321020	3	"Amoxicillin 250mg Capsule (Lagap)"	"Amoxicillin trihydrate"	"250mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	2866009
41983	66965001000027104	56434020	2	"Floxapen iv 500mg/vial Intravenous injection (Beecham Research Laboratories)"	"Flucloxacillin sodium"	"500mg"	"Powder for solution for injection"	"Intramuscular/Intravenous/Inhalation/Intraarticular/Intrapleural"	5010102	"Penicillinase-Resistant Penicillins"	"April 2010"	2116003
63306	21997211000001104	47404020	0	"Flucloxacillin 500mg capsules (Waymade Healthcare Plc)"	"Flucloxacillin sodium"	"500mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"June 2015"	47404020
7364	7322311000001107	90701020	28875	"Co-amoxiclav 250mg/62mg/5ml oral suspension"	"Amoxicillin trihydrate/Potassium clavulanate"	"50mg/1ml + 12.5mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	13943001
58037	17965511000001108	5912020	0	"Clarithromycin 500mg tablets (Almus Pharmaceuticals Ltd)"	"Clarithromycin"	"500mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"December 2013"	5912020
41636	205211000001109	50708020	508	"Tetracycline 250mg tablets (Accord Healthcare Ltd)"	"Tetracycline hydrochloride"	"250mg"	"Tablet"	"Oral"		"Tetracyclines/Oral Antibacterials For Acne"	"March 2010"	644009
